,SCH_NAME,SCHOOL_YR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,GRADE_CODE,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,PRIMARY_DISABILITY_TYPE,DEC1_CNT
967,Lemon Road Elementary,2010-2011,SCH,29.0,Fairfax County ,770.0,,4.0,M,Y,N,N,,10
968,Leslie Fox Keyser Elementary,2010-2011,SCH,93.0,Warren County ,20.0,02,5.0,M,Y,N,N,DD,10
969,Leslie H. Walton Middle,2010-2011,SCH,2.0,Albemarle County ,20.0,06,5.0,M,Y,N,N,SLD,12
970,Lewis & Clark Elementary,2010-2011,SCH,17.0,Caroline County ,9020.0,01,5.0,M,Y,N,Y,SLI,11
971,Liberty Elementary,2010-2011,SCH,53.0,Loudoun County ,560.0,02,5.0,M,Y,N,N,SLI,16
972,Liberty High,2010-2011,SCH,10.0,Bedford County ,1180.0,09,5.0,F,Y,N,N,SLD,10
973,Liberty Middle,2010-2011,SCH,29.0,Fairfax County ,2233.0,07,3.0,M,Y,N,N,SLD,10
974,Lightfoot Elementary,2010-2011,SCH,68.0,Orange County ,70.0,,5.0,M,Y,N,Y,,10
975,Lincoln Elementary,2010-2011,SCH,53.0,Loudoun County ,290.0,,,M,Y,N,N,,10
976,Lincoln Terrace Elementary,2010-2011,SCH,124.0,Roanoke City ,340.0,04,3.0,M,Y,N,Y,SLD,10
977,Lindenwood Elementary,2010-2011,SCH,118.0,Norfolk City ,520.0,05,3.0,F,Y,N,Y,SLD,10
978,Linkhorn Park Elementary,2010-2011,SCH,128.0,Virginia Beach City ,330.0,01,5.0,M,Y,N,N,SLI,10
979,Linkhorne Elementary,2010-2011,SCH,115.0,Lynchburg City ,360.0,02,3.0,M,Y,N,Y,SLI,11
980,Linkhorne Middle,2010-2011,SCH,115.0,Lynchburg City ,350.0,06,3.0,M,Y,N,Y,SLD,15
981,Linville-Edom Elementary,2010-2011,SCH,82.0,Rockingham County ,360.0,,5.0,M,Y,N,Y,,15
982,Linwood Holton Elementary,2010-2011,SCH,123.0,Richmond City ,3106.0,01,3.0,M,Y,N,Y,SLI,11
983,Little Creek Elementary,2010-2011,SCH,118.0,Norfolk City ,682.0,01,3.0,M,Y,N,Y,AUT,14
984,Little River Elementary,2010-2011,SCH,53.0,Loudoun County ,860.0,03,5.0,M,Y,N,N,SLD,10
985,Little Run Elementary,2010-2011,SCH,29.0,Fairfax County ,1400.0,05,2.0,M,Y,Y,N,SLD,11
986,Livingston Elementary,2010-2011,SCH,88.0,Spotsylvania County ,350.0,01,5.0,M,Y,N,Y,SLD,10
987,Lloyd C. Bird High,2010-2011,SCH,21.0,Chesterfield County ,10.0,09,3.0,F,Y,N,N,SLD,10
988,Local or Regional Jail,2010-2011,SCH,89.0,Stafford County ,9997.0,12,3.0,M,Y,N,N,,10
989,Loch Lomond Elementary,2010-2011,SCH,75.0,Prince William County ,460.0,02,4.0,M,Y,Y,Y,SLI,13
990,Locust Grove Elementary,2010-2011,SCH,68.0,Orange County ,50.0,01,5.0,F,Y,N,N,SLI,11
991,Locust Grove Middle,2010-2011,SCH,68.0,Orange County ,471.0,06,5.0,M,Y,N,N,SLD,11
992,Lois Hornsby Middle,2010-2011,SCH,131.0,Williamsburg-James City County ,191.0,06,3.0,M,Y,N,N,SLD,11
993,London Towne Elementary,2010-2011,SCH,29.0,Fairfax County ,1830.0,01,2.0,M,Y,N,N,SLI,10
994,Long Branch Elementary,2010-2011,SCH,7.0,Arlington County ,460.0,02,5.0,M,Y,N,N,DD,11
995,Longdale Elementary,2010-2011,SCH,43.0,Henrico County ,50.0,02,5.0,M,Y,N,N,DD,11
996,Longfellow Middle,2010-2011,SCH,29.0,Fairfax County ,1150.0,07,4.0,F,Y,Y,N,SLD,10
997,Longs Fork Elementary,2010-2011,SCH,26.0,Dickenson County ,850.0,,5.0,F,Y,N,N,SLD,10
998,Lord Botetourt High,2010-2011,SCH,12.0,Botetourt County ,440.0,09,5.0,F,Y,N,N,OHI,10
999,Lorton Station Elementary,2010-2011,SCH,29.0,Fairfax County ,2236.0,01,2.0,M,Y,Y,N,DD,12
1000,Loudoun County High,2010-2011,SCH,53.0,Loudoun County ,660.0,09,5.0,M,Y,N,N,SLD,16
1001,Loudoun Valley High,2010-2011,SCH,53.0,Loudoun County ,680.0,09,5.0,M,Y,N,N,OHI,16
1002,Louisa County High,2010-2011,SCH,54.0,Louisa County ,602.0,09,3.0,M,Y,N,N,OHI,11
1003,Louisa County Middle,2010-2011,SCH,54.0,Louisa County ,601.0,06,3.0,M,Y,N,Y,SLD,10
1004,Louise A. Benton Middle,2010-2011,SCH,75.0,Prince William County ,880.0,06,5.0,F,Y,N,N,SLD,10
1005,Lovettsville Elementary,2010-2011,SCH,53.0,Loudoun County ,780.0,04,5.0,F,Y,N,N,SLI,11
1006,Lowes Island Elementary,2010-2011,SCH,53.0,Loudoun County ,500.0,04,5.0,M,Y,N,N,SLI,10
1007,Lucille M. Brown Middle,2010-2011,SCH,123.0,Richmond City ,3105.0,06,3.0,F,Y,N,Y,SLD,10
1008,Lucketts Elementary,2010-2011,SCH,53.0,Loudoun County ,130.0,,5.0,M,Y,N,N,SLI,12
1009,Lunenburg Middle,2010-2011,SCH,55.0,Lunenburg County ,171.0,06,3.0,M,Y,N,Y,OHI,10
1010,Luray Elementary,2010-2011,SCH,69.0,Page County ,350.0,01,5.0,M,Y,N,Y,SLI,11
1011,Luray High,2010-2011,SCH,69.0,Page County ,110.0,10,5.0,M,Y,N,Y,SLD,12
1012,Luray Middle,2010-2011,SCH,69.0,Page County ,400.0,06,5.0,M,Y,N,N,SLD,12
1013,Luther P. Jackson Middle,2010-2011,SCH,90.0,Surry County ,30.0,05,3.0,M,Y,N,Y,SLD,11
1014,Luther W. Machen Elementary ,2010-2011,SCH,112.0,Hampton City ,490.0,02,3.0,M,Y,N,N,SLD,11
1015,Luxford Elementary,2010-2011,SCH,128.0,Virginia Beach City ,460.0,02,5.0,M,Y,N,Y,OHI,12
1016,Lylburn Downing Middle,2010-2011,SCH,137.0,Lexington City ,1440.0,,5.0,M,Y,N,N,,10
1017,Lyles-Crouch Elementary,2010-2011,SCH,101.0,Alexandria City ,80.0,,3.0,M,Y,N,Y,SLD,14
1018,Lynbrook Elementary,2010-2011,SCH,29.0,Fairfax County ,890.0,02,4.0,F,Y,Y,Y,SLD,12
1019,Lynnhaven Elementary,2010-2011,SCH,128.0,Virginia Beach City ,520.0,02,3.0,M,Y,N,Y,SLI,12
1020,Lynnhaven Middle,2010-2011,SCH,128.0,Virginia Beach City ,730.0,06,3.0,M,Y,N,N,SLD,12
1021,Mack Benn Jr. Elementary,2010-2011,SCH,127.0,Suffolk City ,330.0,01,3.0,M,Y,N,Y,SLD,13
1022,Macy Mcclaugherty Elementary/Middle,2010-2011,SCH,35.0,Giles County ,390.0,02,5.0,M,Y,N,Y,SLI,11
1023,Madison County High,2010-2011,SCH,56.0,Madison County ,221.0,09,5.0,M,Y,N,N,SLD,10
1024,Madison Elementary,2010-2011,SCH,17.0,Caroline County ,630.0,02,5.0,M,Y,N,Y,SLI,10
1025,Madison Heights Elementary,2010-2011,SCH,5.0,Amherst County ,500.0,KG,3.0,M,Y,N,Y,SLD,10
1026,Madison High,2010-2011,SCH,29.0,Fairfax County ,1060.0,09,4.0,F,Y,N,N,SLD,11
1027,Madison Primary,2010-2011,SCH,56.0,Madison County ,230.0,01,5.0,M,Y,N,N,SLI,10
1028,Magna Vista High,2010-2011,SCH,44.0,Henry County ,20.0,09,3.0,M,Y,N,N,SLD,12
1029,Magruder Early Childhood Center,2010-2011,SCH,117.0,Newport News City ,1401.0,PS,3.0,M,Y,N,Y,,11
1030,Magruder Elementary,2010-2011,SCH,98.0,York County ,10.0,01,5.0,M,Y,N,N,DD,10
1031,Malibu Elementary,2010-2011,SCH,128.0,Virginia Beach City ,500.0,01,3.0,M,Y,N,N,SLI,11
1032,Manassas Park Elementary,2010-2011,SCH,144.0,Manassas Park City ,420.0,03,4.0,M,Y,Y,Y,SLI,13
1033,Manassas Park High,2010-2011,SCH,144.0,Manassas Park City ,30.0,09,4.0,M,Y,N,N,OHI,11
1034,Manassas Park Middle,2010-2011,SCH,144.0,Manassas Park City ,31.0,06,4.0,F,Y,N,Y,SLD,12
1035,Manchester High,2010-2011,SCH,21.0,Chesterfield County ,632.0,09,3.0,M,Y,N,N,SLD,18
1036,Manchester Middle,2010-2011,SCH,21.0,Chesterfield County ,600.0,06,3.0,F,Y,N,N,SLD,12
1037,Mantua Elementary,2010-2011,SCH,29.0,Fairfax County ,1210.0,02,5.0,M,Y,N,N,AUT,10
1038,Margaret Beeks Elementary,2010-2011,SCH,60.0,Montgomery County ,730.0,,5.0,M,Y,N,N,,16
1039,Margaret Brent Elementary ,2010-2011,SCH,89.0,Stafford County ,429.0,01,5.0,M,Y,N,N,SLI,11
1040,Margaret M. Pierce Elementary,2010-2011,SCH,30.0,Fauquier County ,530.0,01,5.0,M,Y,N,Y,SLD,10
1041,Marguerite F. Christian Elementary,2010-2011,SCH,21.0,Chesterfield County ,780.0,01,3.0,M,Y,N,Y,SLI,12
1042,Marion Intermediate,2010-2011,SCH,86.0,Smyth County ,690.0,03,5.0,M,Y,N,Y,SLD,13
1043,Marion Middle,2010-2011,SCH,86.0,Smyth County ,680.0,06,5.0,F,Y,N,Y,SLD,13
1044,Marion Primary,2010-2011,SCH,86.0,Smyth County ,710.0,01,5.0,M,Y,N,Y,SLI,10
1045,Marion Senior High,2010-2011,SCH,86.0,Smyth County ,700.0,09,5.0,M,Y,N,Y,SLD,12
1046,Marshall High,2010-2011,SCH,29.0,Fairfax County ,1290.0,09,4.0,F,Y,Y,N,SLD,11
1047,Marshall Middle,2010-2011,SCH,30.0,Fauquier County ,10.0,06,5.0,M,Y,N,N,SLD,12
1048,Marshall Road Elementary,2010-2011,SCH,29.0,Fairfax County ,1200.0,02,5.0,M,Y,N,N,DD,10
1049,Martin Luther King Jr. Elementary,2010-2011,SCH,75.0,Prince William County ,160.0,03,3.0,M,Y,N,N,SLI,14
1050,Martin Luther King Jr. Middle ,2010-2011,SCH,123.0,Richmond City ,770.0,06,3.0,F,Y,N,Y,SLD,14
1051,Martinsville High,2010-2011,SCH,116.0,Martinsville City ,110.0,09,3.0,M,Y,N,Y,SLD,10
1052,Martinsville Middle,2010-2011,SCH,116.0,Martinsville City ,10.0,06,3.0,F,Y,N,Y,SLD,10
1053,Marumsco Hills Elementary,2010-2011,SCH,75.0,Prince William County ,570.0,01,4.0,M,Y,N,Y,DD,10
1054,Mary Calcott Elementary,2010-2011,SCH,118.0,Norfolk City ,460.0,03,3.0,M,Y,N,Y,SLI,10
1055,Mary Carr Greer Elementary,2010-2011,SCH,2.0,Albemarle County ,40.0,02,3.0,F,Y,N,Y,SLI,12
1056,Mary Ellen Henderson Middle,2010-2011,SCH,109.0,Falls Church City ,252.0,05,5.0,M,Y,N,N,SLD,11
1057,Mary G. Porter Traditional,2010-2011,SCH,75.0,Prince William County ,231.0,04,3.0,M,Y,N,N,SLI,10
1058,Mary Munford Elementary,2010-2011,SCH,123.0,Richmond City ,580.0,02,5.0,M,Y,N,N,SLI,12
1059,Mary Passage Middle,2010-2011,SCH,117.0,Newport News City ,1400.0,06,3.0,F,Y,N,N,SLD,10
1060,Mary Walter Elementary,2010-2011,SCH,30.0,Fauquier County ,20.0,01,5.0,M,Y,N,N,AUT,10
1061,Mary Williams Elementary ,2010-2011,SCH,75.0,Prince William County ,240.0,01,3.0,M,Y,N,N,SLI,12
1062,Mason's Cove Elementary,2010-2011,SCH,80.0,Roanoke County ,530.0,04,5.0,F,Y,N,N,SLI,10
1063,Massaponax High,2010-2011,SCH,88.0,Spotsylvania County ,506.0,09,3.0,M,Y,N,Y,SLD,12
1064,Mathews High,2010-2011,SCH,57.0,Mathews County ,190.0,11,5.0,M,Y,N,N,SLD,11
1065,Matoaca Elementary,2010-2011,SCH,21.0,Chesterfield County ,370.0,03,5.0,M,Y,N,N,SLD,11
1066,Matoaca High,2010-2011,SCH,21.0,Chesterfield County ,530.0,09,3.0,F,Y,N,N,SLD,12
1067,Matoaca Middle,2010-2011,SCH,21.0,Chesterfield County ,110.0,06,3.0,M,Y,N,N,SLD,10
1068,Matoaka Elementary,2010-2011,SCH,131.0,Williamsburg-James City County ,205.0,01,5.0,M,Y,N,N,SLI,11
1069,Matthew Fontaine Maury High,2010-2011,SCH,118.0,Norfolk City ,10.0,09,3.0,F,Y,N,Y,SLD,28
1070,Matthew Whaley Elementary,2010-2011,SCH,131.0,Williamsburg-James City County ,10.0,02,3.0,M,Y,N,N,SLI,10
1071,Maude Trevvett Elementary,2010-2011,SCH,43.0,Henrico County ,490.0,03,3.0,M,Y,N,N,DD,11
1072,Maury Elementary,2010-2011,SCH,101.0,Alexandria City ,60.0,01,3.0,F,Y,N,Y,SLD,12
1073,Maury River Middle,2010-2011,SCH,81.0,Rockbridge County ,678.0,06,5.0,M,Y,N,Y,SLD,15
1074,Max Meadows Elementary,2010-2011,SCH,97.0,Wythe County ,100.0,,5.0,F,Y,N,Y,SLD,12
1075,Maybeury Elementary,2010-2011,SCH,43.0,Henrico County ,540.0,03,5.0,F,Y,N,N,SLI,10
1076,Mayfield Intermediate,2010-2011,SCH,143.0,Manassas City ,80.0,05,3.0,M,Y,N,N,SLD,11
1077,Maymont Pre-K Center,2010-2011,SCH,123.0,Richmond City ,690.0,PS,3.0,F,Y,N,Y,DD,10
1078,McCleary Elementary,2010-2011,SCH,23.0,Craig County ,10.0,01,5.0,F,Y,N,Y,SLI,10
1079,McGaheysville Elementary,2010-2011,SCH,82.0,Rockingham County ,600.0,04,5.0,F,Y,N,N,SLI,10
1080,McHarg Elementary,2010-2011,SCH,122.0,Radford City ,20.0,01,5.0,M,Y,N,Y,SLI,10
1081,McKinley Elementary,2010-2011,SCH,7.0,Arlington County ,380.0,01,4.0,M,Y,N,N,SLI,10
1082,McLean High,2010-2011,SCH,29.0,Fairfax County ,790.0,09,4.0,F,Y,N,N,OHI,12
1083,McNair Elementary,2010-2011,SCH,29.0,Fairfax County ,2231.0,01,2.0,M,Y,N,N,DD,10
1084,Meadowbrook High,2010-2011,SCH,21.0,Chesterfield County ,580.0,09,3.0,F,Y,N,N,SLD,10
1085,Meadowland Elementary,2010-2011,SCH,53.0,Loudoun County ,70.0,05,4.0,M,Y,N,N,SLI,10
1086,Meadows of Dan Elementary ,2010-2011,SCH,70.0,Patrick County ,150.0,,5.0,F,Y,N,Y,SLI,10
1087,Meadowview Elementary,2010-2011,SCH,94.0,Washington County ,20.0,01,5.0,M,Y,N,Y,SLI,10
1088,Meadville Elementary,2010-2011,SCH,41.0,Halifax County ,1550.0,02,3.0,M,Y,N,Y,SLI,11
1089,Mechanicsville Elementary,2010-2011,SCH,42.0,Hanover County ,420.0,01,5.0,M,Y,N,N,SLI,10
1090,Meherrin Elementary,2010-2011,SCH,87.0,Southampton County ,20.0,KG,3.0,F,Y,N,Y,SLI,10
1091,Meherrin Powellton Elementary,2010-2011,SCH,13.0,Brunswick County ,690.0,04,3.0,M,Y,N,Y,SLD,10
1092,Menchville High,2010-2011,SCH,117.0,Newport News City ,1220.0,09,3.0,F,Y,N,Y,SLD,14
1093,Mercer Middle ,2010-2011,SCH,53.0,Loudoun County ,320.0,06,5.0,M,Y,N,N,SLD,12
1094,Meriwether Lewis Elementary,2010-2011,SCH,2.0,Albemarle County ,250.0,,5.0,M,Y,N,N,SLI,19
1095,Merrimack Elementary,2010-2011,SCH,112.0,Hampton City ,390.0,02,3.0,M,Y,N,Y,DD,13
1096,Metompkin Elementary,2010-2011,SCH,1.0,Accomack County ,702.0,01,3.0,M,Y,N,Y,SLI,10
1097,Middlesex Elementary,2010-2011,SCH,59.0,Middlesex County ,291.0,01,5.0,M,Y,N,N,SLI,12
1098,Middlesex High,2010-2011,SCH,59.0,Middlesex County ,90.0,09,5.0,M,Y,N,Y,OHI,11
1099,Middletown Elementary,2010-2011,SCH,34.0,Frederick County ,340.0,02,5.0,M,Y,N,Y,SLI,11
1100,Midlothian High,2010-2011,SCH,21.0,Chesterfield County ,320.0,09,5.0,F,Y,N,N,SLD,12
1101,Midlothian Middle,2010-2011,SCH,21.0,Chesterfield County ,40.0,06,5.0,F,Y,N,N,SLD,10
1102,Midway Elementary,2010-2011,SCH,27.0,Dinwiddie County ,250.0,04,5.0,F,Y,N,Y,SLI,11
1103,Miles Jones Elementary,2010-2011,SCH,123.0,Richmond City ,3107.0,01,3.0,M,Y,N,Y,SLD,12
1104,Mill Run Elementary,2010-2011,SCH,53.0,Loudoun County ,910.0,02,5.0,M,Y,N,N,SLI,10
1105,Millboro Elementary,2010-2011,SCH,9.0,Bath County ,120.0,,5.0,M,Y,N,N,,14
1106,Millbrook High,2010-2011,SCH,34.0,Frederick County ,584.0,09,5.0,M,Y,N,N,SLD,17
1107,Mills E. Godwin High,2010-2011,SCH,43.0,Henrico County ,140.0,09,5.0,M,Y,N,N,SLD,15
1108,Mills E. Godwin Middle,2010-2011,SCH,75.0,Prince William County ,640.0,06,3.0,F,Y,N,Y,SLD,14
1109,Minnieville Elementary,2010-2011,SCH,75.0,Prince William County ,30.0,04,3.0,M,Y,N,Y,SLI,13
1110,Monacan High,2010-2011,SCH,21.0,Chesterfield County ,280.0,09,3.0,M,Y,N,Y,SLD,16
1111,Monelison Middle,2010-2011,SCH,5.0,Amherst County ,20.0,06,5.0,M,Y,N,N,OHI,10
1112,Moneta Elementary,2010-2011,SCH,10.0,Bedford County ,970.0,PS,5.0,M,Y,N,N,SLI,10
1113,Montclair Elementary,2010-2011,SCH,75.0,Prince William County ,800.0,04,3.0,M,Y,N,N,AUT,10
1114,Monterey Elementary,2010-2011,SCH,124.0,Roanoke City ,370.0,02,5.0,M,Y,N,Y,SLI,10
1115,Montevideo Middle,2010-2011,SCH,82.0,Rockingham County ,860.0,06,5.0,M,Y,N,Y,SLD,16
1116,Monticello High,2010-2011,SCH,2.0,Albemarle County ,1052.0,09,3.0,M,Y,N,N,SLD,12
1117,Montrose Elementary,2010-2011,SCH,43.0,Henrico County ,210.0,01,3.0,M,Y,N,Y,SLI,10
1118,Montross Middle,2010-2011,SCH,95.0,Westmoreland County ,300.0,08,3.0,M,Y,N,Y,OHI,10
1119,Montvale Elementary,2010-2011,SCH,10.0,Bedford County ,180.0,,5.0,F,Y,N,Y,OHI,11
1120,Morningside Elementary,2010-2011,SCH,124.0,Roanoke City ,60.0,01,5.0,M,Y,N,Y,DD,14
1121,Mortimer Y. Sutherland Middle,2010-2011,SCH,2.0,Albemarle County ,1051.0,06,5.0,M,Y,N,N,AUT,10
1122,Mosby Woods Elementary,2010-2011,SCH,29.0,Fairfax County ,1390.0,01,2.0,M,Y,Y,N,DD,10
1123,Moss-Nuckols Elementary,2010-2011,SCH,54.0,Louisa County ,80.0,02,5.0,M,Y,N,N,SLI,11
1124,Moton Early Childhood Center,2010-2011,SCH,112.0,Hampton City ,210.0,PS,3.0,M,Y,N,Y,SLI,11
1125,Mount Airy Elementary,2010-2011,SCH,71.0,Pittsylvania County ,1750.0,,3.0,F,Y,N,Y,SLD,15
1126,Mount Daniel School,2010-2011,SCH,109.0,Falls Church City ,240.0,01,5.0,M,Y,N,N,DD,10
1127,Mount Eagle Elementary,2010-2011,SCH,29.0,Fairfax County ,510.0,02,4.0,M,Y,N,N,DD,11
1128,Mount Olivet Elementary ,2010-2011,SCH,44.0,Henry County ,872.0,,3.0,M,Y,N,Y,SLI,11
1129,Mount Pleasant Elementary,2010-2011,SCH,80.0,Roanoke County ,290.0,03,5.0,M,Y,N,N,OHI,10
1130,Mount Vernon Elementary,2010-2011,SCH,101.0,Alexandria City ,30.0,01,4.0,M,Y,N,Y,SLD,14
1131,Mount Vernon Elementary ,2010-2011,SCH,98.0,York County ,80.0,03,5.0,M,Y,N,N,AUT,11
1132,Mount Vernon High,2010-2011,SCH,29.0,Fairfax County ,420.0,09,3.0,F,Y,N,Y,SLD,11
1133,Mount Vernon Woods Elementary,2010-2011,SCH,29.0,Fairfax County ,1640.0,02,3.0,M,Y,N,Y,DD,11
1134,Mount Zion Elementary,2010-2011,SCH,127.0,Suffolk City ,360.0,,,,Y,N,,,12
1135,Mountain View Elementary,2010-2011,SCH,3.0,Alleghany County ,1041.0,02,5.0,M,Y,N,Y,SLD,10
1136,Mountain View High ,2010-2011,SCH,89.0,Stafford County ,430.0,09,5.0,M,Y,N,N,SLD,13
1137,Murray High,2010-2011,SCH,2.0,Albemarle County ,890.0,09,5.0,M,Y,N,N,OHI,10
1138,N.B. Clements Junior High ,2010-2011,SCH,74.0,Prince George County ,270.0,08,3.0,M,Y,N,N,OHI,10
1139,Nandua High,2010-2011,SCH,1.0,Accomack County ,70.0,09,3.0,M,Y,N,Y,SLD,10
1140,Nandua Middle,2010-2011,SCH,1.0,Accomack County ,703.0,06,3.0,M,Y,N,Y,SLD,11
1141,Nansemond Parkway Elementary,2010-2011,SCH,127.0,Suffolk City ,220.0,03,3.0,F,Y,N,Y,SLD,10
1142,Nansemond River High,2010-2011,SCH,127.0,Suffolk City ,240.0,09,3.0,F,Y,N,N,SLD,13
1143,Narrows Elementary/Middle ,2010-2011,SCH,35.0,Giles County ,400.0,02,5.0,F,Y,N,Y,SLI,11
1144,Narrows High,2010-2011,SCH,35.0,Giles County ,470.0,08,5.0,M,Y,N,Y,OHI,11
1145,Nathanael Greene Elementary,2010-2011,SCH,39.0,Greene County ,20.0,03,5.0,M,Y,N,Y,SLD,13
1146,Natural Bridge Elementary,2010-2011,SCH,81.0,Rockbridge County ,641.0,,5.0,F,Y,N,Y,OHI,10
1147,Navy Elementary,2010-2011,SCH,29.0,Fairfax County ,800.0,01,5.0,M,Y,N,N,SLD,12
1148,Neabsco Elementary,2010-2011,SCH,75.0,Prince William County ,700.0,01,4.0,M,Y,N,Y,SLI,10
1149,Nelson County High,2010-2011,SCH,62.0,Nelson County ,710.0,09,5.0,M,Y,N,Y,SLD,13
1150,Nelson Middle,2010-2011,SCH,62.0,Nelson County ,730.0,06,5.0,M,Y,N,Y,SLD,12
1151,New Castle Elementary,2010-2011,SCH,128.0,Virginia Beach City ,1020.0,03,3.0,F,Y,N,N,SLI,12
1152,New Kent Elementary ,2010-2011,SCH,63.0,New Kent County ,10.0,01,5.0,M,Y,N,N,DD,10
1153,New Kent High ,2010-2011,SCH,63.0,New Kent County ,20.0,09,5.0,M,Y,N,N,OHI,15
1154,New Kent Middle ,2010-2011,SCH,63.0,New Kent County ,100.0,06,5.0,M,Y,N,N,SLD,13
1155,New London Academy Elementary,2010-2011,SCH,10.0,Bedford County ,610.0,PS,5.0,F,Y,N,N,SLI,10
1156,Newington Forest Elementary,2010-2011,SCH,29.0,Fairfax County ,470.0,02,5.0,M,Y,N,N,SLD,10
1157,Newsome Park Elementary,2010-2011,SCH,117.0,Newport News City ,1120.0,,3.0,F,Y,N,Y,SLD,10
1158,Newton-Lee Elementary ,2010-2011,SCH,53.0,Loudoun County ,270.0,01,5.0,M,Y,N,N,SLD,11
1159,Newtown Elementary,2010-2011,SCH,128.0,Virginia Beach City ,710.0,02,3.0,M,Y,N,Y,SLI,16
1160,Ni River Middle,2010-2011,SCH,88.0,Spotsylvania County ,505.0,06,5.0,M,Y,N,N,SLD,14
1161,Nickelsville Elementary,2010-2011,SCH,84.0,Scott County ,220.0,,5.0,F,Y,N,Y,OHI,16
1162,Nokesville Elementary,2010-2011,SCH,75.0,Prince William County ,150.0,02,5.0,M,Y,N,N,SLI,11
1163,Norfolk Highlands Primary,2010-2011,SCH,136.0,Chesapeake City ,160.0,01,5.0,M,Y,N,Y,DD,11
1164,Norge Elementary,2010-2011,SCH,131.0,Williamsburg-James City County ,70.0,01,3.0,M,Y,N,N,DD,11
1165,North Elementary,2010-2011,SCH,74.0,Prince George County ,290.0,01,3.0,M,Y,N,N,SLI,12
1166,North Fork Middle,2010-2011,SCH,85.0,Shenandoah County ,40.0,06,5.0,M,Y,N,Y,SLD,10
1167,North Landing Elementary,2010-2011,SCH,128.0,Virginia Beach City ,760.0,03,3.0,F,Y,N,N,SLI,11
1168,North River Elementary,2010-2011,SCH,8.0,Augusta County ,40.0,,5.0,F,Y,N,N,SLI,10
1169,North Springfield Elementary,2010-2011,SCH,29.0,Fairfax County ,930.0,01,2.0,M,Y,N,N,SLD,13
1170,North Stafford High,2010-2011,SCH,89.0,Stafford County ,30.0,09,3.0,M,Y,N,N,OHI,11
1171,North Tazewell Elementary,2010-2011,SCH,92.0,Tazewell County ,450.0,02,5.0,F,Y,N,Y,SLI,10
1172,Northampton High,2010-2011,SCH,65.0,Northampton County ,350.0,08,3.0,M,Y,N,Y,SLD,12
1173,Northern Shores Elementary,2010-2011,SCH,127.0,Suffolk City ,391.0,01,3.0,M,Y,N,N,DD,11
1174,Northside High,2010-2011,SCH,80.0,Roanoke County ,520.0,09,5.0,M,Y,N,N,OHI,17
1175,Northside Middle,2010-2011,SCH,80.0,Roanoke County ,640.0,06,5.0,F,Y,N,N,OHI,13
1176,Northumberland Elementary,2010-2011,SCH,66.0,Northumberland County ,331.0,01,3.0,M,Y,N,Y,SLD,11
1177,Northumberland High,2010-2011,SCH,66.0,Northumberland County ,40.0,09,3.0,M,Y,N,Y,EMN,10
1178,Northumberland Middle,2010-2011,SCH,66.0,Northumberland County ,210.0,06,5.0,M,Y,N,Y,SLD,12
1179,Northwood High,2010-2011,SCH,86.0,Smyth County ,250.0,09,5.0,M,Y,N,Y,SLD,10
1180,Northwood Middle,2010-2011,SCH,86.0,Smyth County ,120.0,06,5.0,M,Y,N,Y,SLD,11
1181,Norton Elementary,2010-2011,SCH,119.0,Norton City ,40.0,04,5.0,F,Y,N,Y,SLD,10
1182,Norview Elementary,2010-2011,SCH,118.0,Norfolk City ,620.0,01,3.0,M,Y,N,Y,SLD,10
1183,Norview High,2010-2011,SCH,118.0,Norfolk City ,580.0,09,3.0,F,Y,N,Y,SLD,15
1184,Norview Middle,2010-2011,SCH,118.0,Norfolk City ,570.0,06,3.0,F,Y,N,Y,SLD,12
1185,Nottingham Elementary,2010-2011,SCH,7.0,Arlington County ,410.0,02,5.0,M,Y,N,N,SLI,10
1186,Nottoway Elementary,2010-2011,SCH,87.0,Southampton County ,10.0,,3.0,M,Y,N,Y,SLI,11
1187,Nottoway High,2010-2011,SCH,67.0,Nottoway County ,301.0,09,3.0,M,Y,N,Y,SLD,12
1188,Nottoway Intermediate,2010-2011,SCH,67.0,Nottoway County ,300.0,05,3.0,M,Y,N,Y,SLD,11
1189,Nottoway Middle,2010-2011,SCH,67.0,Nottoway County ,302.0,07,3.0,M,Y,N,N,SLD,12
1190,Nuckols Farm Elementary,2010-2011,SCH,43.0,Henrico County ,270.0,04,5.0,M,Y,N,N,AUT,10
1191,O. Trent Bonner Middle,2010-2011,SCH,108.0,Danville City ,260.0,06,3.0,M,Y,N,Y,OHI,10
1192,O.B. Gates Elementary,2010-2011,SCH,21.0,Chesterfield County ,360.0,01,5.0,M,Y,N,N,DD,10
1193,Oak Grove Elementary,2010-2011,SCH,80.0,Roanoke County ,480.0,02,5.0,M,Y,N,N,SLI,10
1194,Oak Grove/Bellemeade Elementary,2010-2011,SCH,123.0,Richmond City ,330.0,01,3.0,M,Y,N,Y,SLD,12
1195,Oak Hill Elementary,2010-2011,SCH,29.0,Fairfax County ,430.0,01,5.0,M,Y,N,N,DD,10
1196,Oak Knoll Middle,2010-2011,SCH,42.0,Hanover County ,553.0,06,5.0,F,Y,N,N,OHI,10
1197,Oak View Elementary,2010-2011,SCH,29.0,Fairfax County ,1860.0,01,5.0,M,Y,N,N,SLD,10
