Year,Site Name,County,Enrollment,PBE
2015-2016,BAKER EARLY COLLEGE,BAKER ,188,28
2015-2016,BAKER HIGH SCHOOL,BAKER ,486,23
2015-2016,BAKER MIDDLE SCHOOL,BAKER ,248,11
2015-2016,BAKER WEB ACADEMY,BAKER ,582,99
2015-2016,BRIGHT EYES PRESCHOOL,BAKER ,27,3
2015-2016,BROOKLYN ELEMENTARY SCHOOL,BAKER ,464,20
2015-2016,BURNT RIVER SCHOOL DISTRICT,BAKER ,31,6
2015-2016,EAGLE CAP INNOVATIVE HIGH SCHOOL,BAKER ,33,4
2015-2016,EASTERN OREGON HEAD START,BAKER ,60,2
2015-2016,ELKHORN ADOLESCENT TREATMENT CENTER SCHOOL,BAKER ,15,1
2015-2016,HAINES ELEMENTARY SCHOOL,BAKER ,122,13
2015-2016,HARVEST CHRISTIAN ACADEMY,BAKER ,75,4
2015-2016,HUNTINGTON SCHOOL DISTRICT 16J,BAKER ,65,0
2015-2016,INTERMOUNTAIN ESD EARLY CHILDHOOD,BAKER ,23,0
2015-2016,KEATING ELEMENTARY SCHOOL,BAKER ,27,6
2015-2016,PINE EAGLE CHARTER SCHOOL,BAKER ,200,13
2015-2016,SOUTH BAKER INTERMEDIATE,BAKER ,316,17
2015-2016,YMCA PRESCHOOL,BAKER ,54,4
2015-2016,ADAMS ELEMENTARY SCHOOL,BENTON ,377,12
2015-2016,ALPINE CO-OP PRESCHOOL,BENTON ,20,0
2015-2016,ALSEA PRESCHOOL,BENTON ,17,0
2015-2016,ALSEA SCHOOL DISTRICT,BENTON ,168,2
2015-2016,ASHBROOK INDEPENDENT SCHOOL,BENTON ,158,6
2015-2016,BLODGETT ELEMENTARY SCHOOL,BENTON ,30,4
2015-2016,BRIGHT BEGINNINGS PRESCHOOL,BENTON ,22,1
2015-2016,CHELDELIN MIDDLE SCHOOL,BENTON ,567,20
2015-2016,CHILDREN'S FARM HOME,BENTON ,57,1
2015-2016,CLEMENS PRIMARY SCHOOL,BENTON ,91,2
2015-2016,CORVALLIS COMMUNITY CHILDREN'S CENTER - LANCASTER,BENTON ,59,0
2015-2016,CORVALLIS COMMUNITY CHILDREN'S CENTERS - GROWING O,BENTON ,60,1
2015-2016,CORVALLIS HIGH SCHOOL,BENTON ,"1,267",94
2015-2016,CORVALLIS HIGH SCHOOL PRESCHOOL,BENTON ,20,3
2015-2016,CORVALLIS MONTESSORI SCHOOL,BENTON ,93,1
2015-2016,CORVALLIS WALDORF SCHOOL,BENTON ,155,78
2015-2016,CRESCENT VALLEY HIGH SCHOOL,BENTON ,"1,007",56
2015-2016,CRESCENT VALLEY HIGH SCHOOL PRESCHOOL,BENTON ,24,1
2015-2016,FAMILY TREE RELIEF NURSERY,BENTON ,71,1
2015-2016,FRANKLIN ELEMENTARY SCHOOL,BENTON ,169,18
2015-2016,FRANKLIN MIDDLE SCHOOL,BENTON ,180,18
2015-2016,G3 DAY SCHOOL,BENTON ,10,1
2015-2016,GARFIELD ELEMENTARY SCHOOL,BENTON ,422,19
2015-2016,GOOD SAMARITAN PRESCHOOL,BENTON ,20,1
2015-2016,GRANT AVENUE PRESCHOOL,BENTON ,56,1
2015-2016,HAND IN HAND AT ZION LUTHERAN MINISTRIES,BENTON ,71,0
2015-2016,HOOVER ELEMENTARY SCHOOL,BENTON ,432,19
2015-2016,JEFFERSON ELEMENTARY SCHOOL,BENTON ,339,19
2015-2016,KIDCO HEAD START - CORVALLIS,BENTON ,38,1
2015-2016,KIDCO HEAD START - PHILOMATH,BENTON ,18,1
2015-2016,KIDCO HEADSTART - OSU CHILD DEVELOPMENT CENTER,BENTON ,103,1
2015-2016,KINGS VALLEY CHARTER SCHOOL - ELEMENTARY,BENTON ,94,22
2015-2016,KINGS VALLEY CHARTER SCHOOL - MIDDLE SCHOOL/HIGH S,BENTON ,92,12
2015-2016,KINGS VALLEY CHARTER SCHOOL - PRESCHOOL,BENTON ,15,1
2015-2016,LA PETITE NURSERY & PLAYSCHOOL,BENTON ,19,0
2015-2016,LBCC BENTON CO-OP PRESCHOOL,BENTON ,16,1
2015-2016,LINCOLN ELEMENTARY SCHOOL,BENTON ,388,20
2015-2016,LINUS PAULING MIDDLE SCHOOL,BENTON ,718,48
2015-2016,"LITTLE BEAVERS PRESCHOOL, INC.",BENTON ,35,0
2015-2016,LITTLE WARRIORS - PHILOMATH HS PRESCHOOL,BENTON ,16,0
2015-2016,MARI'S PLACE,BENTON ,17,0
2015-2016,MONROE GRADE SCHOOL,BENTON ,307,9
2015-2016,MONROE HIGH SCHOOL,BENTON ,128,5
2015-2016,MOUNTAIN VIEW ELEMENTARY SCHOOL,BENTON ,325,6
2015-2016,MUDDY CREEK CHARTER SCHOOL,BENTON ,101,36
2015-2016,NOAH'S ARK PRESCHOOL (SUBURBAN CHRISTIAN CHURCH),BENTON ,51,1
2015-2016,NORTH ALBANY ELEMENTARY SCHOOL,BENTON ,290,9
2015-2016,NORTH ALBANY MIDDLE SCHOOL,BENTON ,568,13
2015-2016,OAK GROVE ELEMENTARY SCHOOL,BENTON ,347,14
2015-2016,OLD MILL CENTER FOR CHILDREN & FAMILIES,BENTON ,47,0
2015-2016,OSU BEAVER BEGINNINGS - CCLC,BENTON ,145,1
2015-2016,PEACH BLOSSOM PRESCHOOL,BENTON ,12,9
2015-2016,PHILOMATH ELEMENTARY SCHOOL,BENTON ,466,23
2015-2016,PHILOMATH HIGH SCHOOL,BENTON ,501,18
2015-2016,PHILOMATH MIDDLE SCHOOL,BENTON ,331,20
2015-2016,PHILOMATH MONTESSORI SCHOOL,BENTON ,25,8
2015-2016,PRESBYTERIAN PRESCHOOL & CHILDCARE CENTER,BENTON ,64,2
2015-2016,RUGRATS TRADITIONAL HOME CHILD CARE,BENTON ,12,0
2015-2016,SANDCASTLE PRESCHOOL,BENTON ,53,5
2015-2016,SANTIAM CHRISTIAN SCHOOLS,BENTON ,631,34
2015-2016,SMALL WORLD SCHOOL,BENTON ,11,0
2015-2016,STEPPING STONES PRESCHOOL - PEAK ELITE,BENTON ,33,1
2015-2016,WILSON ELEMENTARY SCHOOL,BENTON ,353,19
2015-2016,ZION LUTHERAN SCHOOL,BENTON ,85,8
2015-2016,ACADEMY FOR KIDS,CLACKAMAS ,92,2
2015-2016,ACKERMAN ACADEMY  9 - 12,CLACKAMAS ,59,2
2015-2016,ALDER CREEK MIDDLE SCHOOL,CLACKAMAS ,988,34
2015-2016,ALLIANCE CHARTER ACADEMY,CLACKAMAS ,378,127
2015-2016,AMIGUITOS PRESCHOOL,CLACKAMAS ,43,6
2015-2016,ARBOR SCHOOL OF ARTS & SCIENCES,CLACKAMAS ,190,17
2015-2016,ARDENWALD ELEMENTARY,CLACKAMAS ,479,21
2015-2016,ARTS AND TECHNOLOGY HIGH SCHOOL,CLACKAMAS ,89,7
2015-2016,ATHEY CREEK MIDDLE SCHOOL,CLACKAMAS ,633,30
2015-2016,BAKER PRAIRIE MIDDLE SCHOOL,CLACKAMAS ,567,14
2015-2016,BARTON CHURCH PRESCHOOL,CLACKAMAS ,16,2
2015-2016,BASIC SKILLS ASSESSMENT & EDUCATIONAL SERVICES,CLACKAMAS ,92,26
2015-2016,BEAUTIFUL SAVIOR PRESCHOOL,CLACKAMAS ,55,2
2015-2016,BEAVERCREEK ELEMENTARY,CLACKAMAS ,527,44
2015-2016,BELOVED MONTESSORI,CLACKAMAS ,58,4
2015-2016,BETHLEHEM CHRISTIAN PRESCHOOL,CLACKAMAS ,191,13
2015-2016,BILQUIST ELEMENTARY,CLACKAMAS ,447,17
2015-2016,BIZZY BUMBLEBEE PRESCHOOL,CLACKAMAS ,52,0
2015-2016,BOECKMAN CREEK PRIMARY,CLACKAMAS ,470,28
2015-2016,BOLTON PRIMARY,CLACKAMAS ,400,42
2015-2016,BOONES FERRY ELEMENTARY,CLACKAMAS ,623,25
2015-2016,BORING MIDDLE SCHOOL,CLACKAMAS ,380,9
2015-2016,BRANDI'S CHILD CARE,CLACKAMAS ,10,0
2015-2016,BRIGHT BEGINNINGS LEARNING CENTER & DAYCARE,CLACKAMAS ,45,0
2015-2016,BRIGHT MINDS CHRISTIAN DAYSCHOOL,CLACKAMAS ,92,0
2015-2016,BRYD HOUSE BEGINNINGS,CLACKAMAS ,15,1
2015-2016,BUILDING BLOCKS CHRISTIAN PRESCHOOL & KINDERGARTEN,CLACKAMAS ,62,1
2015-2016,BUILDING BLOCKS EARLY LEARNING CENTER,CLACKAMAS ,22,2
2015-2016,BUTTE CREEK SCHOOL,CLACKAMAS ,331,73
2015-2016,CAIS,CLACKAMAS ,213,54
2015-2016,CANBY COMMUNITY PRESCHOOL,CLACKAMAS ,59,1
2015-2016,CANBY HIGH SCHOOL,CLACKAMAS ,"1,364",56
2015-2016,CANBY HS CHILDCARE CENTER,CLACKAMAS ,35,2
2015-2016,CANBY KEY DISTRICT PROGRAMS,CLACKAMAS ,26,0
2015-2016,CANBY LEARNING TREE,CLACKAMAS ,76,0
2015-2016,CANDY LANE ELEMENTARY,CLACKAMAS ,302,12
2015-2016,CARUS CO-OP PRESCHOOL,CLACKAMAS ,48,8
2015-2016,CARUS ELEMENTARY,CLACKAMAS ,407,24
2015-2016,CASCADE HEIGHTS PUBLIC CHARTER SCHOOL,CLACKAMAS ,224,19
2015-2016,CASCADE SUMMIT MONTESSORI SCHOOL,CLACKAMAS ,90,7
2015-2016,CATERPILLAR CLUBHOUSE,CLACKAMAS ,26,1
2015-2016,CCCC - EARLY HEAD START,CLACKAMAS ,65,0
2015-2016,CEDAR RIDGE MIDDLE SCHOOL,CLACKAMAS ,397,19
2015-2016,CEDAROAK PARK PRIMARY,CLACKAMAS ,299,22
2015-2016,CHILDREN'S HOUR ACADEMY #1,CLACKAMAS ,117,1
2015-2016,CHILDREN'S HOUR ACADEMY #2,CLACKAMAS ,41,5
2015-2016,CHINESE AMERICAN INTERNATIONAL SCHOOL,CLACKAMAS ,28,6
2015-2016,CHRIST CHURCH EPISCOPAL PRESCHOOL,CLACKAMAS ,30,0
2015-2016,CHRIST THE KING PARISH SCHOOL,CLACKAMAS ,246,3
2015-2016,CHRIST THE VINE EARLY CHILDHOOD CENTER,CLACKAMAS ,43,4
2015-2016,CLACKAMAS COUNTY CHILDRENS COMMISSION HEAD START,CLACKAMAS ,639,15
2015-2016,CLACKAMAS DAY SCHOOL,CLACKAMAS ,39,0
2015-2016,CLACKAMAS ESD,CLACKAMAS ,448,25
2015-2016,CLACKAMAS HIGH SCHOOL,CLACKAMAS ,"2,444",67
2015-2016,CLACKAMAS MIDDLE COLLEGE,CLACKAMAS ,151,39
2015-2016,CLACKAMAS RIVER ELEMENTARY,CLACKAMAS ,610,10
2015-2016,CLARKES ELEMENTARY,CLACKAMAS ,161,10
2015-2016,COLTON COMMUNITY PRESCHOOL,CLACKAMAS ,24,0
2015-2016,COLTON ELEMENTARY,CLACKAMAS ,246,13
2015-2016,COLTON HIGH SCHOOL,CLACKAMAS ,216,12
2015-2016,COLTON MIDDLE SCHOOL,CLACKAMAS ,137,16
2015-2016,COLUMBIA ACADEMY,CLACKAMAS ,44,13
2015-2016,COMMUNITY ARTS PRESCHOOL,CLACKAMAS ,96,8
2015-2016,CORNERSTONE CHRISTIAN PRESCHOOL,CLACKAMAS ,31,0
2015-2016,COUNTRY CHRISTIAN SCHOOL,CLACKAMAS ,182,11
2015-2016,CREATIVE MINDS LEARNING CENTERS HAPPY VALLEY SCHOO,CLACKAMAS ,104,2
2015-2016,CUDDLE TIME PRESCHOOL AND CHILD CARE,CLACKAMAS ,20,0
2015-2016,DAMASCUS CHRISTIAN SCHOOL,CLACKAMAS ,201,0
2015-2016,DISCOVERY TIME PRESCHOOL & CHILDCARE,CLACKAMAS ,16,0
2015-2016,DUNCAN ELMENTARY,CLACKAMAS ,531,29
2015-2016,EAGLE CREEK ELEMENTARY,CLACKAMAS ,271,11
2015-2016,EARLY HORIZON DAY SCHOOL,CLACKAMAS ,29,0
2015-2016,EARLY LEARNING CENTER,CLACKAMAS ,70,1
2015-2016,ECCLES ELEMENTARY,CLACKAMAS ,482,26
2015-2016,EL PUENTE ELEMENTARY,CLACKAMAS ,198,5
2015-2016,ELLIOTT PRAIRIE CHRISTIAN,CLACKAMAS ,14,5
2015-2016,ESTACADA CHRISTIAN PRESCHOOL,CLACKAMAS ,23,0
2015-2016,ESTACADA HIGH SCHOOL,CLACKAMAS ,614,31
2015-2016,ESTACADA JUNIOR HIGH,CLACKAMAS ,249,10
2015-2016,ESTACADA WEB ACADEMY,CLACKAMAS ,421,28
2015-2016,FAMILY STEPPING STONES,CLACKAMAS ,17,0
2015-2016,FIRST BAPTIST CHURCH SCHOOL,CLACKAMAS ,10,0
2015-2016,FIRWOOD ELEMENTARY,CLACKAMAS ,476,20
2015-2016,FOREST HILLS ELEMENTARY,CLACKAMAS ,448,18
2015-2016,FRIENDSHIP FARM PRESCHOOL,CLACKAMAS ,32,0
2015-2016,FUNTIME DAYCARE,CLACKAMAS ,16,0
2015-2016,GAFFNEY LANE ELEMENTARY,CLACKAMAS ,563,37
2015-2016,GARDINER MIDDLE SCHOOL,CLACKAMAS ,756,34
2015-2016,GLADSTONE CENTER FOR CHILDREN,CLACKAMAS ,156,6
2015-2016,GLADSTONE HIGH SCHOOL,CLACKAMAS ,712,19
2015-2016,GODDARD SCHOOL,CLACKAMAS ,139,9
2015-2016,GOOD SHEPHERD SCHOOL,CLACKAMAS ,188,17
2015-2016,GRACE CHRISTIAN SCHOOL,CLACKAMAS ,134,13
2015-2016,GRAND VIEW CHRISTIAN ACADEMY,CLACKAMAS ,170,30
2015-2016,GROWING CORNER PRESCHOOL AND DAYCARE,CLACKAMAS ,15,0
2015-2016,HALLINAN ELEMENTARY,CLACKAMAS ,460,22
2015-2016,HAPPY VALLEY ELEMENTARY,CLACKAMAS ,452,25
2015-2016,HAPPY VALLEY MIDDLE SCHOOL,CLACKAMAS ,"1,038",41
2015-2016,HAPPY VALLEY MONTESSORI,CLACKAMAS ,22,1
2015-2016,HAPPY VALLEY PRESCHOOL AND CHILD CARE,CLACKAMAS ,122,2
2015-2016,HATHAWAY FAMILY CHILDCARE,CLACKAMAS ,14,0
2015-2016,HERON CREEK ACADEMY HIGH,CLACKAMAS ,12,1
2015-2016,HERON CREEK ACADEMY JR HIGH,CLACKAMAS ,13,0
2015-2016,HERON CREEK ELEMENTARY,CLACKAMAS ,17,0
2015-2016,HILLSVIEW MONTESSORI SCHOOL,CLACKAMAS ,53,2
2015-2016,HOLCOMB ELEMENTARY,CLACKAMAS ,484,31
2015-2016,HOOD VIEW JUNIOR ACADEMY,CLACKAMAS ,126,6
2015-2016,IN A CHILDS PATH FARM,CLACKAMAS ,28,0
2015-2016,INTERNATIONAL LEADERSHIP ACADEMY,CLACKAMAS ,67,0
2015-2016,JENNINGS LODGE ELEMENTARY,CLACKAMAS ,242,18
2015-2016,JOHN MCLOUGHLIN ELEMENTARY,CLACKAMAS ,557,39
2015-2016,JOHN WETTEN ELEMENTARY,CLACKAMAS ,764,24
2015-2016,JOYFUL NOISE PRESCHOOL,CLACKAMAS ,107,4
2015-2016,KELSO ELEMENTARY,CLACKAMAS ,351,9
2015-2016,KIDS CONNECTION PRESCHOOL,CLACKAMAS ,26,0
2015-2016,KINDERCARE LAKE OSWEGO,CLACKAMAS ,69,0
2015-2016,KINDERCARE LEARNING CENTER,CLACKAMAS ,78,0
2015-2016,KINDERCARE MOUNTAIN PARK,CLACKAMAS ,87,0
2015-2016,KINDERCARE WEST LINN,CLACKAMAS ,78,0
2015-2016,KINGS KIDS CHRISTIAN SCHOOL,CLACKAMAS ,66,7
2015-2016,KRAXBERGER MIDDLE,CLACKAMAS ,487,16
2015-2016,LA SALLE CATHOLIC COLLEGE PREP,CLACKAMAS ,698,20
2015-2016,LAKE GROVE ELEMENTARY,CLACKAMAS ,489,34
2015-2016,LAKE OSWEGO HIGH SCHOOL,CLACKAMAS ,"1,283",39
2015-2016,LAKE OSWEGO JR HIGH SCHOOL,CLACKAMAS ,884,41
2015-2016,LAKERIDGE HIGH SCHOOL,CLACKAMAS ,"1,113",42
2015-2016,LAKERIDGE JUNIOR HIGH,CLACKAMAS ,766,34
2015-2016,LEARNING SAFARI 2 - TIMBER GROVE,CLACKAMAS ,50,2
2015-2016,LEEP-BEAVERCREEK ELEMENTARY,CLACKAMAS ,11,1
2015-2016,LEEP-OREGON CITY HIGH,CLACKAMAS ,10,0
2015-2016,LEWELLING ELEMENTARY,CLACKAMAS ,388,10
2015-2016,LEWIS AND CLARK MONTESSORI CHILDREN'S HOUSE,CLACKAMAS ,14,0
2015-2016,LILLY'S PAD LEARNING,CLACKAMAS ,49,1
2015-2016,LILY POND PRESCHOOL,CLACKAMAS ,20,0
2015-2016,LINWOOD ELEMENTARY,CLACKAMAS ,341,7
2015-2016,LOGUS ROAD PRESCHOOL,CLACKAMAS ,30,0
2015-2016,LOVING HEARTS PRESCHOOL,CLACKAMAS ,54,1
2015-2016,LOWRIE PRIMARY SCHOOL,CLACKAMAS ,533,30
2015-2016,MACKSBURG PRESCHOOL,CLACKAMAS ,79,2
2015-2016,MARYAM'S PRESCHOOL,CLACKAMAS ,12,0
2015-2016,MARYLHURST EARLY CHILDHOOD CENTER,CLACKAMAS ,151,26
2015-2016,MENTOR GRAPHICS CHILD DEVELOPMENT,CLACKAMAS ,110,7
2015-2016,MERRICK SCHOOL,CLACKAMAS ,24,0
2015-2016,MICHA-EL SCHOOL,CLACKAMAS ,78,10
2015-2016,MILWAUKIE ACADEMY OF ARTS,CLACKAMAS ,320,23
2015-2016,MILWAUKIE COOP  PRESCHOOL,CLACKAMAS ,12,0
2015-2016,MILWAUKIE COVENANT PRESCHOOL,CLACKAMAS ,63,1
2015-2016,MILWAUKIE ELEMENTARY,CLACKAMAS ,157,4
2015-2016,MILWAUKIE HIGH SCHOOL,CLACKAMAS ,"1,050",33
2015-2016,MILWAUKIE LUTHERAN PRESCHOOL,CLACKAMAS ,42,3
2015-2016,MILWAUKIE MONTESSORI SCHOOL,CLACKAMAS ,16,2
2015-2016,MOLALLA ELEMENTARY,CLACKAMAS ,417,8
2015-2016,MOLALLA HIGH SCHOOL,CLACKAMAS ,719,35
2015-2016,MOLALLA RIVER ACADEMY,CLACKAMAS ,192,25
2015-2016,MOLALLA RIVER MIDDLE SCHOOL,CLACKAMAS ,520,19
2015-2016,MORNING GLORY DAYCARE,CLACKAMAS ,14,0
2015-2016,MRSD OUTSIDE PLACEMENT K-12,CLACKAMAS ,47,4
2015-2016,MT HOOD LEARNING CENTER,CLACKAMAS ,22,1
2015-2016,MT SCOTT ELEMENTARY,CLACKAMAS ,355,12
2015-2016,MULINO ELEMENTARY,CLACKAMAS ,296,20
2015-2016,"MUSIC, ARTS AND CRAFTS PRESCHOOL AND CHILDCARE",CLACKAMAS ,19,0
2015-2016,NAAS ELEMENTARY,CLACKAMAS ,366,7
2015-2016,NELSON'S LITTLE MONKEYS,CLACKAMAS ,11,0
2015-2016,NEW URBAN HIGH SCHOOL,CLACKAMAS ,118,2
2015-2016,NINETY ONE SCHOOL,CLACKAMAS ,466,51
2015-2016,NOAH'S ARK EARLY CHILDHOOD EDUCATION PROGRAM,CLACKAMAS ,48,0
2015-2016,NORTH CLACKAMAS CHRISTIAN,CLACKAMAS ,260,14
2015-2016,OAK CREEK ELEMENTARY,CLACKAMAS ,544,32
2015-2016,OAK GROVE CENTER,CLACKAMAS ,11,1
2015-2016,OAK GROVE DAY CARE AND PRESCHOOL,CLACKAMAS ,40,4
2015-2016,OAK GROVE ELEMENTARY,CLACKAMAS ,393,33
2015-2016,OAK GROVE LEARNING TREE,CLACKAMAS ,88,1
2015-2016,OAK HILLS PRESCHOOL,CLACKAMAS ,31,0
2015-2016,OGDEN MIDDLE SCHOOL,CLACKAMAS ,879,44
2015-2016,OREGON CITY CHRISTIAN ACADEMY,CLACKAMAS ,26,0
2015-2016,OREGON CITY DAY SCHOOL,CLACKAMAS ,40,0
2015-2016,OREGON CITY HIGH SCHOOL,CLACKAMAS ,"2,144",75
2015-2016,OREGON CITY PRESCHOOL,CLACKAMAS ,38,1
2015-2016,OREGON CITY SERVICE LEARNING ACADEMY,CLACKAMAS ,210,19
2015-2016,OREGON TRAIL ELEMENTARY,CLACKAMAS ,423,24
2015-2016,OREGON TRAIL PRIMARY ACADEMY,CLACKAMAS ,240,14
2015-2016,OSWEGO PLAYSCHOOL,CLACKAMAS ,32,2
2015-2016,OUR LADY OF THE LAKE,CLACKAMAS ,234,3
2015-2016,PACE/TEEN PARENT,CLACKAMAS ,17,0
2015-2016,PARK ACADEMY,CLACKAMAS ,62,3
2015-2016,PARROTT CREEK RANCH,CLACKAMAS ,22,2
2015-2016,PEAKE ACADEMY AT PLAY BOUTIQUE,CLACKAMAS ,85,0
2015-2016,PHILANDER LEE ELEMENTARY,CLACKAMAS ,417,21
2015-2016,PLEASANT VALLEY SPRINGS,CLACKAMAS ,15,2
2015-2016,PORTLAND WALDORF SCHOOL,CLACKAMAS ,275,158
2015-2016,PRECIOUS LAMBS PRESCHOOL,CLACKAMAS ,10,0
2015-2016,RED BARN PRESCHOOL,CLACKAMAS ,22,1
2015-2016,REDLAND ELEMENTARY,CLACKAMAS ,529,43
2015-2016,RENAISSANCE PUBLIC ACADEMY,CLACKAMAS ,92,12
2015-2016,RESURRECTION CATHOLIC PRESCHOOL,CLACKAMAS ,34,0
2015-2016,REX PUTNAM HIGH SCHOOL,CLACKAMAS ,"1,122",33
2015-2016,RIVER GROVE ELEMENTARY,CLACKAMAS ,422,14
2015-2016,RIVERGATE ADVENTIST ELEMENTARY,CLACKAMAS ,152,9
2015-2016,RIVERSIDE ELEMENTARY,CLACKAMAS ,453,27
2015-2016,ROCK CREEK MIDDLE SCHOOL,CLACKAMAS ,860,29
2015-2016,ROSEMONT RIDGE MIDDLE SCHOOL,CLACKAMAS ,747,36
2015-2016,ROWE MIDDLE SCHOOL,CLACKAMAS ,886,32
2015-2016,RURAL DELL ELEMENTARY,CLACKAMAS ,221,9
2015-2016,SANDY GRADE,CLACKAMAS ,324,7
2015-2016,SANDY GRADE PRE KINDERGARTEN,CLACKAMAS ,36,0
2015-2016,SANDY HIGH SCHOOL,CLACKAMAS ,"1,377",38
2015-2016,SCOUTERS MOUNTAIN,CLACKAMAS ,472,40
2015-2016,SNICKERDOODLE PRESCHOOL,CLACKAMAS ,12,1
2015-2016,SOJOURNER ELEMENTARY,CLACKAMAS ,171,8
2015-2016,SONSHINE EXPRESS PRESCHOOL,CLACKAMAS ,101,10
2015-2016,SONSHINE PRESCHOOL,CLACKAMAS ,32,2
2015-2016,SPRING MOUNTAIN CHRISTIAN ACADEMY,CLACKAMAS ,114,63
2015-2016,SPRING MOUNTAIN ELEMENTARY,CLACKAMAS ,485,19
2015-2016,SPRINGWATER ENVIRONMENTAL SCIENCES SCHOOL,CLACKAMAS ,193,22
2015-2016,SPRINGWATER PRESCHOOL,CLACKAMAS ,21,0
2015-2016,ST JOHN THE APOSTLE CATHOLIC SCHOOL,CLACKAMAS ,231,19
2015-2016,ST JOHN THE BAPTIST CATHOLIC SCHOOL,CLACKAMAS ,205,7
2015-2016,ST STEPHEN LUTHERAN PRESCHOOL,CLACKAMAS ,31,0
2015-2016,STAFFORD ACADEMY,CLACKAMAS ,29,0
2015-2016,STAFFORD PRIMARY,CLACKAMAS ,512,27
2015-2016,"SUGARPLUMS DAYSCHOOL, LLC",CLACKAMAS ,37,1
2015-2016,SUN GARDEN MONTESSORI,CLACKAMAS ,38,6
2015-2016,SUNNYSIDE ELEMENTARY,CLACKAMAS ,534,32
2015-2016,SUNNYSIDE MONTESSORI,CLACKAMAS ,38,1
2015-2016,SUNSET PRIMARY,CLACKAMAS ,300,16
2015-2016,SWEET PEA PRESCHOOL #2,CLACKAMAS ,35,0
2015-2016,TENDERHEART CHILDCARE AND PRESCHOOL,CLACKAMAS ,16,0
2015-2016,TENDERHEART CHILDCARE TOO,CLACKAMAS ,17,0
2015-2016,THE PLAYSCHOOL AT MOUNTAIN PARK,CLACKAMAS ,74,8
2015-2016,THREE RIVERS CHARTER SCHOOL,CLACKAMAS ,108,5
2015-2016,TIMBERLAKE,CLACKAMAS ,152,0
2015-2016,TOUCHSTONE ELEMENTARY,CLACKAMAS ,89,11
2015-2016,TRILLIUM CREEK PRIMARY SCHOOL,CLACKAMAS ,548,28
2015-2016,TROST ELEMENTARY,CLACKAMAS ,391,10
2015-2016,TROST PRESCHOOL,CLACKAMAS ,36,0
2015-2016,T'S FOR TOTS,CLACKAMAS ,20,2
2015-2016,TWILIGHT SCHOOL,CLACKAMAS ,35,2
2015-2016,TWO RIVERS FARM SCHOOL,CLACKAMAS ,39,26
2015-2016,UNO DOS TRES ACADEMY,CLACKAMAS ,42,1
2015-2016,VALLEY CHRISTIAN PRESCHOOL,CLACKAMAS ,99,8
2015-2016,VALLEY VIEW DAY SCHOOL,CLACKAMAS ,167,6
2015-2016,VIEW ACRES ELEMENTARY,CLACKAMAS ,424,19
2015-2016,VILLAGE MONTESSORI PRESCHOOL,CLACKAMAS ,15,0
2015-2016,WELCHES ELEMENTARY,CLACKAMAS ,204,21
2015-2016,WELCHES MIDDLE SCHOOL,CLACKAMAS ,110,8
2015-2016,WEST HILLS MONTESSORI,CLACKAMAS ,81,11
2015-2016,WEST LINN COMMUNITY PRESCHOOL,CLACKAMAS ,32,0
2015-2016,WEST LINN HIGH SCHOOL,CLACKAMAS ,"1,636",52
2015-2016,WESTRIDGE ELEMENTARY,CLACKAMAS ,460,23
2015-2016,WHITCOMB ELEMENTARY,CLACKAMAS ,450,18
2015-2016,WILLAMETTE PRIMARY,CLACKAMAS ,546,40
2015-2016,WILLIAM KNIGHT ELEMENTARY,CLACKAMAS ,370,9
2015-2016,WILSONVILLE HIGH SCHOOL,CLACKAMAS ,"1,140",43
2015-2016,WILSONVILLE LEARNING TREE,CLACKAMAS ,54,0
2015-2016,WINDELLS ACADEMY INC.,CLACKAMAS ,23,1
2015-2016,WOOD MIDDLE SCHOOL,CLACKAMAS ,763,25
2015-2016,YMCA CCC,CLACKAMAS ,72,0
2015-2016,YMCA GLADSTONE,CLACKAMAS ,40,0
2015-2016,YMCA LITTLE EXPLORERS DEVELOPMENT CENTER,CLACKAMAS ,104,2
2015-2016,YMCA MILWAUKIE,CLACKAMAS ,75,0
2015-2016,YMCA WILSONVILLE,CLACKAMAS ,72,0
2015-2016,ZOAR LUTHERAN PRESCHOOL,CLACKAMAS ,48,3
2015-2016,ASTOR ELEMENTARY,CLATSOP ,419,18
2015-2016,ASTORIA HEAD START,CLATSOP ,38,2
2015-2016,ASTORIA HIGH SCHOOL,CLATSOP ,594,35
2015-2016,ASTORIA MIDDLE SCHOOL,CLATSOP ,420,29
2015-2016,BROADWAY MIDDLE SCHOOL,CLATSOP ,348,12
2015-2016,CANNON BEACH PRESCHOOL & CHILDREN'S CENTER,CLATSOP ,29,3
2015-2016,CHARIS KIDS,CLATSOP ,23,2
2015-2016,GEARHART ELEMENTARY,CLATSOP ,326,11
2015-2016,GRACE EPISCOPAL PRESCHOOL,CLATSOP ,24,3
2015-2016,HILDA LAHTI ELEMENTARY,CLATSOP ,273,7
2015-2016,HILDA LAHTI JUNIOR HIGH,CLATSOP ,72,5
2015-2016,IMMANUEL COMMUNITY PRESCHOOL/FIRST LUTHERAN CHURCH,CLATSOP ,25,3
2015-2016,JEWELL SCHOOL #8,CLATSOP ,151,10
2015-2016,KNAPPA HIGH SCHOOL,CLATSOP ,139,4
2015-2016,LEWIS & CLARK ELEMENTARY,CLATSOP ,397,20
2015-2016,LIL SPROUTS ACADEMY,CLATSOP ,115,2
